respondent_id,age,gender,region,monthly_income_band,household_size,primary_shopping_channel,most_purchased_category,monthly_fmcg_spend_idr,purchase_frequency_per_month,brand_switching_frequency,promotion_response,price_sensitivity_1,price_sensitivity_2,price_sensitivity_3,quality_orientation_1,quality_orientation_2,quality_orientation_3,health_orientation_1,health_orientation_2,health_orientation_3,sustainability_orientation_1,sustainability_orientation_2,sustainability_orientation_3,digital_influence_1,digital_influence_2,digital_influence_3,convenience_orientation_1,convenience_orientation_2,convenience_orientation_3,brand_trust_1,brand_trust_2,brand_trust_3,new_product_intention_1,new_product_intention_2,new_product_intention_3
R0134,18,Woman,Java,< IDR 5M,3,Traditional market,Personal care,620000,13,Sometimes,4.0,4,5,4,4,4,5,2,3,2,3,3,3.0,3,3,3,3,3,3,4,4,4,3,3,3
R0135,35,Woman,Sulawesi,< IDR 5M,1,Minimarket,Home care,780000,8,Sometimes,3.0,4,4,4,3,3,4,5,4,3,3,3,3.0,4,5,4,4,3,4,4,4,4,4,4,5
R0136,38,Man,Java,IDR 5–10M,2,E-commerce,Personal care,800000,10,Often,4.0,3,2,4,3,4,3,3,3,3,3,3,3.0,3,5,3,5,4,4,4,4,3,4,5,5
R0137,36,Man,Sumatra,IDR 10–20M,2,Minimarket,Food & beverages,1030000,13,Rarely,3.0,2,3,3,5,4,4,2,2,3,3,4,3.0,2,2,2,5,5,5,5,5,5,4,3,4
R0138,30,Woman,Java,IDR 5–10M,5,E-commerce,Food & beverages,680000,9,Rarely,3.0,3,5,4,4,4,4,5,4,4,3,3,3.0,4,4,4,4,4,3,4,3,4,5,5,4
R0139,28,Man,Sumatra,< IDR 5M,3,E-commerce,Food & beverages,340000,8,Never,5.0,5,5,5,3,3,3,4,4,3,3,3,2.0,2,3,3,3,3,3,3,3,3,4,4,4
R0140,18,Woman,Java,IDR 10–20M,2,Minimarket,Home care,760000,5,Often,4.0,4,5,4,3,2,3,3,3,2,3,3,3.0,3,3,4,3,4,3,3,3,3,3,3,3
R0141,28,Man,Java,IDR 5–10M,2,Minimarket,Personal care,1120000,13,Never,4.0,3,2,3,4,4,5,4,4,3,3,3,3.0,4,4,5,4,4,4,3,3,3,4,4,4
R0142,22,Man,Java,> IDR 20M,3,E-commerce,Food & beverages,1560000,11,Sometimes,4.0,2,3,2,3,4,3,3,3,4,3,3,3.0,5,4,4,4,4,5,4,4,3,4,3,4
R0143,34,Man,Sulawesi,IDR 10–20M,4,E-commerce,Home care,1400000,7,Rarely,3.0,4,4,4,4,4,4,4,5,5,3,4,3.0,4,3,4,2,3,4,4,5,4,4,4,4
R0144,21,Man,Java,IDR 10–20M,2,Minimarket,Personal care,920000,10,Often,4.0,4,3,4,4,4,4,3,4,4,3,3,2.0,5,5,5,4,3,3,3,4,3,3,3,4
R0145,34,Woman,Sulawesi,IDR 10–20M,4,Minimarket,Home care,1910000,11,Rarely,3.0,2,2,2,4,5,4,4,5,4,5,4,3.0,4,4,4,4,4,4,4,4,4,4,4,3
R0146,21,Woman,Kalimantan,< IDR 5M,3,Supermarket,Food & beverages,1090000,9,Sometimes,4.0,4,3,3,3,3,3,3,3,4,4,4,4.0,4,5,4,4,4,4,3,3,3,4,5,4
R0147,46,Woman,Java,IDR 10–20M,3,Supermarket,Food & beverages,1450000,8,Sometimes,3.0,3,4,3,4,4,4,5,4,5,3,3,4.0,4,3,3,4,4,3,5,4,5,3,4,3
R0148,25,Man,Kalimantan,IDR 5–10M,4,Traditional market,Personal care,420000,7,Often,4.0,3,3,3,4,4,4,3,3,3,2,2,3.0,4,4,3,5,4,4,3,3,3,3,3,3
R0149,36,Man,Kalimantan,IDR 5–10M,2,E-commerce,Personal care,420000,3,Sometimes,5.0,4,4,3,3,3,3,4,4,3,4,4,3.0,3,3,3,3,4,5,4,5,4,3,3,2
R0150,38,Man,Java,IDR 5–10M,3,Minimarket,Home care,1030000,7,Rarely,2.0,3,3,3,4,4,5,4,5,4,4,3,5.0,3,2,3,3,4,4,3,3,3,3,3,4
R0151,46,Woman,Java,IDR 10–20M,3,Supermarket,Food & beverages,1080000,11,Rarely,3.0,3,4,3,4,3,4,4,3,4,3,3,3.0,3,2,3,4,4,3,4,5,4,3,3,3
R0152,35,Man,Java,IDR 10–20M,2,Minimarket,Home care,1110000,8,Rarely,4.0,3,3,3,4,4,4,4,3,3,3,4,3.0,1,2,2,3,4,4,4,5,5,4,4,4
R0153,37,Woman,Java,> IDR 20M,3,E-commerce,Personal care,1560000,9,Never,3.0,3,3,2,5,4,5,5,4,4,3,4,3.0,1,3,2,3,4,4,4,5,5,3,3,3
R0154,28,Man,Java,< IDR 5M,2,E-commerce,Personal care,840000,12,Often,4.0,3,3,3,3,3,4,4,3,3,3,4,4.0,5,5,4,3,4,4,3,3,3,3,3,4
R0155,25,Woman,Sumatra,IDR 5–10M,1,Minimarket,Food & beverages,590000,5,Sometimes,4.0,4,4,4,3,3,4,3,3,3,2,3,3.0,3,3,3,3,3,3,3,2,2,3,4,3
R0156,36,Man,Sumatra,IDR 10–20M,3,E-commerce,Home care,1280000,10,Sometimes,4.0,3,3,3,3,4,4,3,4,4,3,3,3.0,2,2,2,5,5,5,4,5,5,3,3,3
R0157,35,Woman,Sulawesi,< IDR 5M,5,E-commerce,Food & beverages,810000,7,Sometimes,3.0,4,4,3,4,4,5,3,3,3,3,4,,4,4,4,3,3,4,3,3,3,3,3,4
R0158,37,Woman,Sumatra,< IDR 5M,3,E-commerce,Food & beverages,570000,12,Often,3.0,3,5,4,4,4,3,3,3,3,4,3,3.0,5,4,4,4,4,5,2,2,2,5,5,4
R0159,37,Man,Java,IDR 5–10M,2,E-commerce,Personal care,1140000,10,Rarely,3.0,2,3,3,3,3,4,4,5,4,4,4,4.0,3,3,2,4,4,4,5,5,5,4,3,4
R0160,40,Man,Kalimantan,IDR 10–20M,6,Supermarket,Personal care,1430000,10,Sometimes,3.0,3,3,3,4,4,5,4,4,4,4,5,4.0,2,3,3,5,4,4,4,3,3,5,4,4
R0161,32,Woman,Java,< IDR 5M,4,Supermarket,Home care,760000,7,Sometimes,5.0,5,4,4,3,3,3,3,3,3,2,3,3.0,4,3,4,3,4,2,3,2,2,3,3,3
R0162,22,Man,Sumatra,IDR 5–10M,2,E-commerce,Personal care,1060000,5,Rarely,3.0,3,3,3,5,5,4,4,4,4,5,5,5.0,3,4,3,4,3,3,5,4,4,4,4,5
R0163,28,Woman,Sumatra,> IDR 20M,4,Traditional market,Personal care,1020000,7,Rarely,3.0,3,3,4,4,3,3,2,2,3,2,2,2.0,3,3,3,4,4,4,3,3,3,4,3,4
R0164,37,Man,Java,IDR 5–10M,3,Minimarket,Food & beverages,1140000,12,Rarely,3.0,3,3,2,3,3,4,3,4,4,3,3,3.0,4,3,3,4,4,4,4,4,4,4,4,4
R0165,23,Woman,Java,IDR 5–10M,4,E-commerce,Home care,720000,10,Sometimes,4.0,3,3,3,4,3,3,3,3,3,4,4,4.0,4,4,4,4,4,4,3,3,3,4,5,5
R0166,33,Man,Java,IDR 10–20M,4,Supermarket,Personal care,850000,9,Rarely,3.0,2,2,3,4,4,4,5,4,4,4,4,4.0,3,3,2,3,4,3,5,4,5,4,4,4
R0167,32,Man,Java,< IDR 5M,2,Minimarket,Food & beverages,720000,11,Sometimes,4.0,2,3,2,4,4,4,4,4,4,4,3,3.0,4,4,4,4,3,3,4,3,3,4,4,4
R0168,45,Man,Sumatra,< IDR 5M,5,Supermarket,Home care,730000,9,Never,3.0,3,2,3,5,5,5,3,2,3,3,3,2.0,3,4,3,4,4,4,4,4,5,3,3,2
R0169,27,Woman,Sumatra,IDR 5–10M,4,E-commerce,Home care,850000,4,Sometimes,3.0,4,4,4,3,3,4,4,3,4,3,3,3.0,4,5,5,4,4,4,3,3,3,4,4,4
R0170,41,Woman,Bali & Nusa Tenggara,> IDR 20M,2,Supermarket,Food & beverages,2020000,14,Sometimes,3.0,4,4,3,2,2,3,3,3,4,4,3,3.0,2,2,1,4,5,5,5,4,4,3,3,3
R0171,28,Woman,Java,> IDR 20M,5,Supermarket,Personal care,1270000,11,Rarely,2.0,3,3,3,4,4,4,4,4,4,4,3,4.0,3,3,3,4,3,4,4,4,4,4,5,3
R0172,40,Woman,Java,IDR 10–20M,4,Minimarket,Home care,1140000,9,Sometimes,5.0,3,4,3,3,3,3,4,4,4,3,3,2.0,3,3,2,3,4,3,3,3,3,3,2,3
R0173,42,Woman,Kalimantan,IDR 10–20M,5,Supermarket,Personal care,1500000,10,Rarely,3.0,2,3,1,4,4,4,4,4,3,4,4,5.0,3,4,4,3,4,3,4,3,4,4,4,4
R0174,34,Man,Java,IDR 5–10M,3,Supermarket,Personal care,890000,10,Often,5.0,5,4,4,4,4,4,3,3,2,2,3,2.0,2,3,2,4,4,4,3,3,2,2,3,3
R0175,31,Woman,Bali & Nusa Tenggara,> IDR 20M,1,E-commerce,Food & beverages,1350000,10,Never,2.0,3,3,4,3,4,4,3,3,3,4,3,3.0,3,3,3,4,4,4,5,5,4,3,3,4
R0176,31,Man,Java,IDR 5–10M,3,Minimarket,Home care,870000,14,Never,2.0,3,3,3,4,4,4,3,4,3,3,2,3.0,2,2,3,5,5,5,5,4,4,3,3,2
R0177,34,Woman,Kalimantan,IDR 5–10M,5,Minimarket,Food & beverages,710000,4,Often,4.0,4,4,3,4,3,4,4,4,3,4,4,4.0,2,2,3,3,4,3,4,4,3,3,4,4
R0178,38,Man,Java,IDR 5–10M,2,E-commerce,Food & beverages,790000,5,Never,3.0,2,4,3,4,3,3,3,3,4,3,3,3.0,4,3,4,3,4,3,3,3,3,4,4,4
R0179,23,Woman,Java,> IDR 20M,3,E-commerce,Food & beverages,1630000,9,Never,3.0,1,3,2,4,4,4,4,4,4,3,3,3.0,4,2,3,3,3,4,2,4,3,3,3,3
R0180,34,Woman,Sumatra,> IDR 20M,3,E-commerce,Home care,2120000,6,Rarely,2.0,2,2,3,4,4,4,4,4,4,3,4,4.0,3,3,3,4,4,4,4,4,4,3,3,5
R0181,41,Woman,Sulawesi,> IDR 20M,4,Supermarket,Personal care,830000,10,Rarely,3.0,3,3,3,5,4,4,5,5,4,4,4,4.0,4,3,3,4,4,3,4,4,4,4,4,5
R0182,43,Woman,Sulawesi,IDR 5–10M,4,Minimarket,Home care,900000,8,Never,2.0,3,3,3,4,4,4,3,4,3,2,3,3.0,2,3,2,4,3,4,3,4,4,2,2,2
R0183,24,Woman,Sumatra,IDR 5–10M,3,E-commerce,Home care,790000,10,Often,5.0,3,3,3,4,4,4,4,4,3,3,3,3.0,4,4,4,5,5,5,4,4,4,4,4,4
R0184,26,Man,Java,IDR 5–10M,4,E-commerce,Personal care,980000,9,Often,3.0,3,3,2,4,4,4,2,2,1,4,4,5.0,5,5,4,4,4,5,4,3,3,5,4,4
R0185,24,Man,Sulawesi,IDR 5–10M,3,Supermarket,Home care,1100000,8,Rarely,5.0,4,5,4,3,4,2,2,3,2,3,2,3.0,2,2,4,4,3,3,3,3,3,3,3,4
R0186,37,Woman,Sumatra,IDR 5–10M,5,Supermarket,Personal care,1180000,10,Sometimes,3.0,3,1,2,5,4,5,4,4,5,3,3,3.0,3,4,4,4,4,4,3,4,4,5,4,5
R0187,34,Woman,Sulawesi,IDR 10–20M,6,Supermarket,Home care,1460000,8,Rarely,3.0,3,3,3,5,4,4,5,5,4,4,4,4.0,3,2,3,4,4,3,4,4,5,4,4,5
R0188,32,Man,Sumatra,< IDR 5M,5,Traditional market,Food & beverages,590000,9,Sometimes,4.0,5,4,5,3,3,2,3,2,3,3,3,3.0,4,3,3,3,3,3,3,3,3,3,3,3
R0189,18,Woman,Bali & Nusa Tenggara,IDR 10–20M,1,Minimarket,Home care,810000,12,Sometimes,4.0,5,5,4,3,3,3,3,4,2,2,2,3.0,3,4,3,4,3,3,3,3,3,4,4,4
R0190,29,Woman,Kalimantan,IDR 5–10M,2,E-commerce,Home care,940000,6,Rarely,4.0,3,3,3,4,4,4,3,4,4,4,3,4.0,4,4,4,3,3,3,3,2,3,5,4,5
R0191,26,Woman,Sumatra,> IDR 20M,3,E-commerce,Home care,1960000,8,Often,2.0,3,3,2,4,4,3,4,4,4,3,3,3.0,4,3,3,4,3,3,4,4,5,3,3,3
R0192,34,Woman,Java,< IDR 5M,3,Minimarket,Food & beverages,390000,10,Never,5.0,5,5,4,3,3,3,5,3,3,3,3,4.0,4,3,4,3,3,3,3,3,3,3,3,4
R0193,29,Woman,Sulawesi,IDR 10–20M,3,Minimarket,Food & beverages,740000,11,Sometimes,5.0,5,4,4,2,3,3,4,3,4,3,3,2.0,4,4,4,5,4,5,2,3,2,2,3,3
R0194,33,Woman,Java,IDR 5–10M,2,Supermarket,Food & beverages,1570000,9,Sometimes,5.0,3,3,4,4,3,4,2,2,2,3,3,3.0,5,5,5,4,4,5,3,4,4,4,5,4
R0195,36,Man,Kalimantan,IDR 5–10M,2,E-commerce,Personal care,550000,6,Often,5.0,4,5,4,3,3,4,2,3,3,3,3,3.0,4,3,3,4,4,4,2,3,3,4,4,3
R0196,27,Woman,Java,> IDR 20M,3,Supermarket,Food & beverages,2010000,10,Sometimes,,3,3,2,4,5,5,4,3,4,3,3,2.0,3,2,3,5,4,4,4,4,4,5,4,4
R0197,25,Man,Bali & Nusa Tenggara,< IDR 5M,5,Traditional market,Personal care,530000,5,Sometimes,4.0,4,4,4,4,3,4,2,3,3,3,3,2.0,3,3,3,3,1,3,3,2,2,3,3,3
R0198,44,Woman,Java,IDR 5–10M,1,E-commerce,Food & beverages,940000,12,Never,3.0,2,2,2,4,3,4,4,4,5,4,4,4.0,3,2,3,3,3,4,3,4,4,4,4,3
R0199,25,Man,Bali & Nusa Tenggara,IDR 10–20M,2,Minimarket,Home care,860000,7,Sometimes,4.0,3,3,4,3,3,4,4,3,4,2,3,2.0,3,3,4,3,3,3,3,3,3,3,3,3
R0200,35,Man,Kalimantan,IDR 5–10M,2,Minimarket,Food & beverages,910000,8,Often,5.0,4,3,4,4,3,3,3,3,3,3,3,3.0,3,3,4,3,4,4,4,4,4,3,3,3
R0201,38,Man,Java,IDR 5–10M,5,Traditional market,Personal care,670000,10,Never,5.0,4,4,4,4,4,4,3,3,3,2,2,3.0,3,3,3,4,4,5,3,3,3,3,3,3
R0202,21,Man,Bali & Nusa Tenggara,IDR 5–10M,1,Minimarket,Home care,560000,7,Sometimes,4.0,4,3,4,3,2,3,3,3,3,4,3,3.0,2,2,2,3,3,3,3,4,3,3,3,3
R0203,52,Man,Java,IDR 10–20M,3,Supermarket,Personal care,1660000,11,Rarely,3.0,3,3,4,5,4,4,5,5,5,3,3,3.0,3,4,3,3,3,3,5,5,5,5,5,4
R0204,43,Man,Bali & Nusa Tenggara,IDR 5–10M,1,Supermarket,Home care,1200000,12,Rarely,3.0,2,2,3,3,4,4,4,5,5,4,4,3.0,3,2,3,3,3,3,4,4,4,4,4,4
R0205,33,Woman,Kalimantan,IDR 10–20M,3,Supermarket,Home care,970000,10,Never,2.0,3,3,3,3,4,3,3,2,2,4,3,3.0,2,2,2,3,4,4,4,4,4,4,2,3
R0206,37,Man,Java,IDR 5–10M,3,Minimarket,Home care,1250000,10,Rarely,2.0,3,3,3,4,3,3,2,2,2,3,3,3.0,3,2,3,4,5,4,4,5,4,3,3,3
R0207,43,Man,Java,IDR 10–20M,3,Supermarket,Food & beverages,1380000,9,Never,3.0,3,2,4,4,4,4,4,4,3,3,3,4.0,3,2,2,3,4,3,4,5,5,3,3,3
R0208,39,Woman,Java,> IDR 20M,3,Supermarket,Food & beverages,1870000,11,Never,3.0,1,2,2,3,3,3,3,3,4,4,5,4.0,3,4,4,5,4,4,4,5,4,4,3,4
R0209,31,Woman,Java,IDR 10–20M,3,Supermarket,Personal care,1710000,9,Never,3.0,3,2,3,4,3,4,5,5,5,4,4,4.0,4,4,5,4,4,4,4,4,4,4,4,4
R0210,38,Woman,Java,IDR 5–10M,3,E-commerce,Personal care,1290000,5,Sometimes,2.0,3,3,3,3,4,4,5,4,4,4,4,3.0,3,4,3,4,4,4,5,4,5,3,4,4
R0211,33,Man,Bali & Nusa Tenggara,IDR 5–10M,7,Supermarket,Food & beverages,1490000,9,Never,4.0,3,3,3,4,4,3,4,4,4,3,4,4.0,3,4,4,4,3,4,3,4,4,3,3,3
R0212,31,Man,Java,IDR 5–10M,4,Minimarket,Food & beverages,1360000,9,Never,4.0,3,2,2,4,5,5,3,4,3,2,3,3.0,2,3,2,4,4,5,4,5,5,4,3,4
R0213,44,Woman,Java,IDR 5–10M,3,Supermarket,Home care,1510000,9,Rarely,4.0,5,4,4,5,4,4,4,4,3,4,5,5.0,4,4,5,3,4,4,3,3,3,5,5,4
R0214,29,Woman,Java,< IDR 5M,1,E-commerce,Personal care,790000,7,Sometimes,3.0,2,3,2,4,4,3,4,4,4,4,4,3.0,4,4,4,3,3,3,4,4,4,4,4,4
R0215,33,Man,Java,IDR 5–10M,2,E-commerce,Food & beverages,990000,4,Sometimes,3.0,4,3,4,5,5,4,3,3,3,3,4,3.0,4,4,4,4,4,4,3,4,3,4,4,4
R0216,35,Man,Sumatra,IDR 10–20M,2,Minimarket,Personal care,1370000,7,Sometimes,3.0,3,4,4,4,4,4,3,3,3,3,3,3.0,3,2,3,5,5,5,5,5,5,4,4,4
R0217,44,Man,Sumatra,> IDR 20M,2,Traditional market,Food & beverages,1160000,10,Sometimes,3.0,3,3,3,4,4,4,3,4,3,3,4,4.0,2,2,2,5,4,4,4,5,4,3,3,3
R0218,19,Woman,Sumatra,IDR 10–20M,1,Traditional market,Food & beverages,660000,7,Sometimes,3.0,4,4,4,3,3,3,4,4,3,4,3,4.0,2,2,2,3,3,2,4,4,4,4,4,4
R0219,37,Woman,Java,IDR 10–20M,4,Supermarket,Home care,930000,10,Rarely,2.0,3,3,3,5,4,5,4,4,3,3,2,3.0,3,3,3,5,5,4,5,5,5,2,2,3
R0220,43,Woman,Bali & Nusa Tenggara,IDR 5–10M,2,Supermarket,Personal care,810000,3,Sometimes,3.0,4,5,5,3,3,3,3,4,3,3,3,2.0,3,3,3,3,2,3,4,4,3,3,3,3
R0221,36,Woman,Sumatra,IDR 10–20M,3,E-commerce,Personal care,1220000,11,Often,4.0,4,3,4,5,4,4,2,3,3,3,3,3.0,4,4,4,3,3,3,3,3,4,4,4,4
R0222,35,Man,Sumatra,IDR 10–20M,4,Supermarket,Personal care,1200000,4,Sometimes,3.0,4,4,4,4,4,3,4,4,4,4,3,4.0,4,3,3,4,3,4,4,4,4,4,4,4
R0223,32,Woman,Sulawesi,IDR 5–10M,5,Supermarket,Home care,1380000,7,Rarely,3.0,3,3,3,5,5,4,4,4,4,4,4,4.0,3,4,3,4,4,3,5,4,5,4,4,5
R0224,29,Woman,Sumatra,IDR 5–10M,6,E-commerce,Personal care,1110000,8,Sometimes,3.0,3,4,4,2,2,2,4,4,3,2,3,3.0,4,4,5,4,3,4,3,3,4,3,3,4
R0225,19,Man,Java,IDR 10–20M,3,E-commerce,Home care,650000,11,Sometimes,4.0,2,2,2,3,4,4,4,3,4,4,4,3.0,4,4,4,4,4,4,4,4,5,4,5,5
R0226,21,Man,Bali & Nusa Tenggara,IDR 10–20M,3,Minimarket,Food & beverages,1210000,9,Rarely,2.0,3,3,4,4,4,4,3,4,4,3,3,3.0,3,3,2,5,5,4,4,4,4,4,4,3
R0227,31,Woman,Java,IDR 10–20M,1,Minimarket,Personal care,1430000,11,Rarely,4.0,2,2,3,5,5,4,5,5,5,3,3,3.0,4,3,3,4,4,4,4,4,3,4,5,4
R0228,20,Man,Kalimantan,IDR 5–10M,2,Minimarket,Food & beverages,1010000,8,Often,4.0,3,4,3,5,5,5,4,4,4,2,2,3.0,5,5,5,3,3,4,2,2,2,5,4,5
R0229,23,Man,Sumatra,> IDR 20M,3,Minimarket,Home care,900000,9,Often,3.0,3,3,3,3,3,3,4,3,4,4,3,4.0,4,5,5,4,5,4,3,2,2,4,4,4
R0230,32,Woman,Java,> IDR 20M,3,Minimarket,Food & beverages,2660000,11,Rarely,3.0,2,3,3,4,5,4,4,4,5,4,4,4.0,3,4,3,4,4,4,3,4,3,4,4,4
R0231,28,Man,Java,IDR 10–20M,3,E-commerce,Food & beverages,1820000,7,Rarely,3.0,3,3,2,5,4,4,4,4,4,4,4,4.0,2,3,3,3,3,3,5,4,4,4,5,4
R0232,29,Woman,Java,IDR 5–10M,3,E-commerce,Food & beverages,1030000,11,Never,2.0,2,3,3,4,4,5,2,2,3,4,3,3.0,3,4,3,4,5,4,5,5,5,3,2,3
R0233,35,Man,Sumatra,IDR 5–10M,4,Minimarket,Home care,630000,7,Sometimes,4.0,4,3,5,4,4,3,3,3,3,3,3,3.0,4,4,4,3,2,3,4,3,3,3,4,4
R0234,26,Man,Sumatra,IDR 10–20M,3,Minimarket,Home care,750000,6,Never,4.0,4,4,4,2,3,2,4,4,4,3,3,3.0,3,3,3,3,3,2,3,3,3,3,3,2
R0235,23,Woman,Java,IDR 5–10M,4,Minimarket,Food & beverages,520000,7,Often,4.0,3,4,4,3,2,3,3,4,3,3,4,3.0,3,3,2,3,3,3,3,3,3,3,3,3
R0236,28,Man,Sulawesi,IDR 5–10M,6,E-commerce,Personal care,760000,8,Often,4.0,4,3,3,3,4,4,4,3,2,3,3,3.0,4,4,5,4,4,4,4,4,4,5,4,4
R0237,32,Man,Java,< IDR 5M,5,Minimarket,Food & beverages,1100000,5,Rarely,4.0,4,3,3,4,4,4,2,2,3,3,4,4.0,2,2,2,4,5,4,4,4,4,2,3,3
R0238,27,Woman,Java,IDR 5–10M,2,E-commerce,Personal care,760000,6,Sometimes,4.0,5,4,5,4,3,3,3,3,3,3,3,3.0,4,4,5,3,3,4,3,3,4,4,4,3
R0239,38,Man,Sumatra,IDR 10–20M,2,Supermarket,Food & beverages,940000,8,Often,3.0,3,3,3,2,2,3,2,2,3,3,4,3.0,3,4,4,2,3,3,4,3,3,3,3,2
R0240,26,Man,Sumatra,< IDR 5M,1,Minimarket,Food & beverages,540000,9,Often,3.0,5,4,4,2,2,2,2,2,2,3,2,3.0,4,3,3,3,3,3,3,4,3,3,3,3
R0241,28,Man,Sumatra,IDR 10–20M,4,Supermarket,Personal care,1670000,8,Sometimes,4.0,2,2,2,4,4,4,4,4,4,3,3,3.0,3,3,3,3,3,3,4,4,4,3,4,4
R0242,27,Woman,Java,< IDR 5M,4,E-commerce,Personal care,810000,7,Often,4.0,3,4,4,3,4,4,4,4,4,4,4,4.0,5,4,4,5,5,5,3,3,3,5,5,5
R0243,35,Man,Java,IDR 5–10M,5,E-commerce,Personal care,1140000,10,Sometimes,3.0,3,3,3,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4,4,4,3,4,3,4,3
R0244,18,Man,Java,IDR 5–10M,1,Supermarket,Home care,750000,8,Sometimes,5.0,4,4,4,3,4,4,3,3,3,3,3,3.0,3,3,4,4,3,3,2,3,3,2,3,2
R0245,26,Woman,Java,IDR 5–10M,2,E-commerce,Home care,800000,8,Often,4.0,4,4,4,4,3,4,4,4,3,3,3,3.0,4,5,4,4,4,4,3,4,3,4,5,5
R0246,40,Man,Java,IDR 10–20M,3,Minimarket,Home care,1220000,6,Rarely,4.0,3,4,4,4,5,5,4,3,4,3,4,4.0,4,3,4,4,5,5,4,4,5,4,3,3
R0247,42,Man,Sumatra,IDR 10–20M,1,Supermarket,Home care,1090000,9,Sometimes,3.0,3,3,3,5,4,5,5,5,5,4,4,4.0,3,3,3,4,4,3,4,4,4,3,3,3
R0248,31,Man,Java,IDR 5–10M,5,Traditional market,Home care,660000,9,Sometimes,5.0,4,4,4,4,4,4,3,4,3,3,4,,3,4,3,3,3,3,3,4,3,4,4,4
R0249,27,Woman,Java,IDR 5–10M,2,Minimarket,Food & beverages,580000,8,Rarely,4.0,4,3,4,4,4,3,3,4,4,3,3,2.0,3,4,4,4,4,4,4,4,4,2,2,3
R0250,41,Man,Kalimantan,IDR 10–20M,4,E-commerce,Personal care,1340000,7,Sometimes,3.0,2,2,2,5,3,5,4,5,4,4,4,5.0,4,4,4,3,4,3,4,4,5,4,4,4
R0251,37,Man,Sumatra,< IDR 5M,2,E-commerce,Home care,1050000,8,Rarely,3.0,1,2,2,4,5,5,5,5,5,4,4,4.0,4,3,3,4,5,4,4,5,3,4,3,4
R0252,41,Man,Bali & Nusa Tenggara,IDR 10–20M,2,Supermarket,Personal care,1770000,9,Rarely,2.0,3,3,2,4,4,4,3,3,4,2,2,3.0,3,3,3,4,5,4,5,4,4,3,3,2
R0253,45,Woman,Java,IDR 5–10M,5,Minimarket,Personal care,560000,13,Rarely,3.0,3,3,3,5,4,4,3,3,3,2,3,3.0,3,3,2,5,4,4,4,5,4,4,4,4
R0254,36,Woman,Java,< IDR 5M,1,E-commerce,Food & beverages,1080000,9,Never,3.0,3,3,3,4,5,4,4,4,2,3,3,3.0,3,3,4,4,4,4,4,4,4,3,4,3
R0255,22,Man,Sumatra,IDR 5–10M,2,E-commerce,Food & beverages,1060000,6,Sometimes,4.0,4,4,5,2,2,3,3,3,3,3,3,3.0,3,4,3,4,4,4,3,2,2,3,4,4
R0256,32,Woman,Java,IDR 10–20M,3,E-commerce,Food & beverages,1160000,10,Sometimes,3.0,2,3,2,4,4,5,3,4,4,2,3,3.0,4,5,5,5,4,4,2,3,3,4,4,4
R0257,41,Man,Java,IDR 10–20M,7,Minimarket,Personal care,1050000,11,Never,5.0,2,2,3,4,4,4,3,3,4,3,3,3.0,3,3,3,3,4,4,4,5,5,3,3,3
R0258,24,Woman,Java,IDR 5–10M,1,Minimarket,Food & beverages,720000,9,Rarely,3.0,4,4,4,3,2,2,3,2,3,3,4,4.0,3,3,3,4,3,3,3,3,3,3,3,3
R0259,40,Man,Java,> IDR 20M,4,E-commerce,Personal care,1450000,11,Never,2.0,3,3,3,3,3,3,4,4,4,3,3,3.0,3,3,3,4,5,4,5,5,5,3,3,4
R0260,36,Woman,Kalimantan,< IDR 5M,3,Traditional market,Food & beverages,680000,3,Rarely,5.0,4,4,4,4,3,4,2,3,2,3,4,3.0,4,4,4,3,4,3,3,3,3,3,3,3
R0261,50,Woman,Java,< IDR 5M,3,Minimarket,Personal care,930000,8,Rarely,3.0,3,3,3,3,3,4,3,2,3,3,3,3.0,3,2,2,4,4,3,5,5,5,3,2,2
R0262,40,Woman,Java,> IDR 20M,5,E-commerce,Food & beverages,1700000,7,Never,2.0,3,3,3,4,4,5,3,3,3,3,4,4.0,4,3,4,4,4,4,4,4,4,3,4,4
R0263,18,Woman,Java,IDR 5–10M,2,E-commerce,Food & beverages,1030000,13,Sometimes,5.0,4,4,5,3,3,3,4,4,4,4,4,3.0,3,3,3,4,3,3,3,3,2,5,4,4
R0264,32,Woman,Java,> IDR 20M,3,Supermarket,Food & beverages,2020000,11,Never,3.0,2,3,2,4,5,4,5,4,4,4,4,4.0,3,3,3,2,3,3,5,5,5,4,4,4
R0265,26,Woman,Bali & Nusa Tenggara,IDR 5–10M,2,Supermarket,Food & beverages,720000,8,Sometimes,4.0,5,4,4,3,4,4,3,3,2,3,3,3.0,3,2,3,4,4,3,3,3,3,4,3,3
R0266,23,Man,Java,< IDR 5M,4,E-commerce,Personal care,1010000,8,Sometimes,3.0,3,4,4,3,3,3,4,4,4,3,3,2.0,5,5,5,4,4,4,4,3,4,5,4,4
R0267,34,Man,Java,IDR 10–20M,3,Minimarket,Personal care,1310000,6,Rarely,2.0,3,3,3,4,4,3,3,3,2,3,3,3.0,3,3,2,4,4,4,5,5,5,4,3,3
R0268,38,Woman,Java,< IDR 5M,1,Supermarket,Home care,960000,10,Never,3.0,2,3,2,5,5,4,3,3,3,3,3,3.0,3,3,3,4,4,5,5,4,4,3,3,3
